Chassis_Roll_std,Chassis_Roll_Rate_std,Chassis_Pitch_std,Chassis_Pitch_Rate_std,Chassis_Vert_Accel_std,Chassis_Long_Accel_std,Chassis_Lat_Accel_std,Boom_L2_std,Boom_R2_std,Boom_L2_R2_Average_std
2.0810878,1.25734999,0.999159201,1.302050821,0.02952044,0.179647989,0.370030353,209.0213449,215.8772975,212.4493212
2.184815107,1.355061028,1.011802035,1.68421502,0.03399555,0.219030019,0.373708909,190.3255401,217.2377774,203.7816588
1.056997427,1.329173877,1.428594328,1.817792607,0.051674874,0.266583226,0.18227456,202.7262852,224.9088036,213.8175444
1.145489442,1.281963492,1.139489564,2.170589158,0.051169316,0.268010691,0.224768925,379.7596261,238.2535015,309.0065638
0.763940155,1.485986762,0.788859883,2.018393028,0.038798567,0.180024358,0.139935813,183.0028702,190.9534118,186.978141
0.585200877,1.338383009,0.375778675,0.851299546,0.017310738,0.288427337,0.105996757,177.1853775,181.2322149,179.2087962
0.530016799,1.361769147,0.352638385,0.948769372,0.025877268,0.235400388,0.098729695,185.8062658,151.3095118,168.5578888
0.807224768,1.122245976,0.73661948,1.235338685,0.035875575,0.379733147,0.147946925,198.4136581,181.3148487,189.8642534
1.388021217,1.918348903,0.849121646,1.531566522,0.032256435,0.173257328,0.231670489,239.9609295,296.1523749,268.0566522
1.220961928,1.530157775,1.275616684,1.42728167,0.045830201,0.318173074,0.203068037,227.6743421,206.6984658,217.1864039
2.092191141,1.556980859,0.962070162,1.236342968,0.028840033,0.161612453,0.419784671,338.2439241,328.4361352,333.3400297
2.316693169,1.565136293,0.874830745,1.656845689,0.038028858,0.233309879,0.400643193,170.0375984,248.9026807,209.4701395
1.063186451,1.610037544,1.382402472,1.543278953,0.051919566,0.267820918,0.189438702,223.2133197,287.8731524,255.5432361
1.12817363,1.610754645,1.132675276,1.896054512,0.058961374,0.291027169,0.196438109,237.3389868,238.7502068,238.0445968
0.799984581,1.181128388,1.042470262,0.911244829,0.039958076,0.250624234,0.141015606,240.6768907,251.9784549,246.3276728
0.62907373,1.574797735,1.035132353,1.433571009,0.041292573,0.309661889,0.114402646,306.0959595,288.404621,297.2502902
1.386050599,1.504621008,1.041704697,1.487215976,0.060371428,0.28115445,0.272222267,307.7618342,283.8248634,295.7933488
1.742598689,1.561943867,1.382156648,1.30478896,0.045086362,0.34861422,0.292213423,313.9354015,300.8053212,307.3703614
2.401242501,1.666770601,1.738574132,1.688428771,0.070919843,0.404655071,0.416723062,314.6896562,317.4785487,316.0841024
2.211575993,1.801589241,1.272667135,1.621148924,0.05989338,0.381068347,0.374094003,496.7770961,318.9651035,407.8710998
0.93495429,1.582135799,0.921824349,1.765884866,0.086333987,0.240842561,0.168147318,238.3541998,307.5838906,272.9690452
0.613678616,1.492781257,0.398465537,0.98061276,0.020527654,0.297222248,0.109377668,286.4433042,263.8946217,275.168963
0.63497257,1.610852913,0.333190528,0.928777137,0.014109313,0.18240034,0.166346103,221.6959803,183.1144314,202.4052058
1.926919704,2.03023298,0.628381215,1.673649578,0.042305978,0.335253993,0.347838651,354.6363607,456.7644701,405.7004154
0.88257163,1.150402402,1.136123523,0.918580727,0.03893942,0.287258081,0.144385067,221.1211236,210.8292927,215.9752081
0.638733204,1.559221061,1.063392695,1.269801985,0.039234007,0.294583513,0.109969137,219.1276123,224.9866529,222.0571326
1.490650179,1.490543695,1.062657661,1.321202095,0.055389988,0.31379401,0.273898743,245.9345472,217.64122,231.7878836
1.74826105,1.562356732,1.427199923,1.265595993,0.044132205,0.396281366,0.305344863,314.6224706,275.4445422,295.0335064
2.338668194,1.537653026,1.782047215,1.378505101,0.076073237,0.436692082,0.412868155,294.8318453,272.1574597,283.4946525
1.988354206,1.696528039,1.238077553,1.461495174,0.062485508,0.396061458,0.35116363,352.94274,217.0838361,285.013288
0.890796909,1.411187485,0.920430533,1.740864073,0.062919373,0.206929577,0.15616153,262.3615292,276.3607546,269.3611419
0.803308941,1.362020704,0.423556164,0.884355539,0.025101434,0.32769403,0.137697559,198.2611536,224.87209,211.5666218
0.610870623,1.587701834,0.333605656,0.966893709,0.024656747,0.221475853,0.172566702,204.6580139,237.9681753,221.3130946
1.062267534,1.72297673,0.58557053,1.326271193,0.035011346,0.337824286,0.244794751,265.8882705,345.833859,305.8610648
1.299043892,1.947019151,1.237006902,1.541793149,0.044490939,0.207896322,0.216238366,195.0964678,274.5477829,234.8221254
1.295188441,1.567757569,1.503398501,1.461325725,0.046087144,0.279485384,0.214990511,235.8859889,188.3259255,212.1059572
2.069663708,1.543332415,0.964641415,1.349295134,0.028931645,0.173954276,0.370238349,368.6712403,320.8261897,344.748715
2.160111831,1.655654431,1.200402198,1.51816724,0.0330664,0.208297672,0.382627262,207.0765515,226.5028488,216.7897002
1.019335479,1.566186062,1.529697853,1.73887404,0.053285477,0.267222798,0.175645099,230.2708734,255.7754595,243.0231664
1.194435202,1.497306307,1.344832007,1.961003997,0.050816084,0.256410904,0.18930839,263.3927489,285.3726312,274.38269
1.505404184,1.771702751,0.965978258,1.453351821,0.043919719,0.186279931,0.259882543,202.9611565,207.1432764,205.0522164
1.300368048,1.54750622,1.404512971,1.502361519,0.045241175,0.28723921,0.210223842,223.8224592,227.8006039,225.8115315
2.114209463,1.510925168,0.884287887,1.286210077,0.026543728,0.170665623,0.357637765,271.7056032,216.8612464,244.2834248
2.067454783,1.654481763,1.007243604,1.335515701,0.033988314,0.231236174,0.365251027,255.9812819,257.5167396,256.7490107
1.016455681,1.526997825,1.444077255,1.795641627,0.054367281,0.274904919,0.172320678,257.0726382,279.868859,268.4707486
1.128559877,1.624535493,1.142281921,1.778999932,0.053778559,0.254534738,0.189725017,227.8406656,265.1944141,246.5175398
0.883975323,1.215281484,1.256387009,0.851042192,0.043419988,0.271597692,0.142593833,205.8516368,205.8265782,205.8391075
0.633899559,1.450868499,1.591032822,2.151990714,0.041712814,0.338309807,0.110886605,277.8404459,330.2394957,304.0399708
1.431922719,1.564336394,1.238800469,1.451306629,0.05657646,0.242578509,0.283662475,167.9349796,202.7225728,185.3287762
1.762607282,1.599052091,1.356803048,1.402352123,0.047271389,0.387645922,0.309263022,213.9721766,243.2020236,228.5871001
2.361308108,1.821125037,1.681090708,1.80698665,0.068095988,0.405430832,0.429248299,233.1836162,309.4277867,271.3057014
1.583866746,1.731012846,1.230117924,1.688280543,0.065631202,0.424092739,0.281783505,380.0986459,317.7874166,348.9430312
0.929579067,1.594439865,1.12638701,1.984602463,0.062574753,0.192507364,0.162812654,316.7842773,362.4320664,339.6081719
0.753435264,1.597470222,0.512996825,0.860514747,0.020568457,0.212645578,0.139152745,174.8068606,194.9591027,184.8829817
0.70693436,1.70495995,0.412966919,0.971644577,0.020820866,0.324771719,0.110574468,234.7777492,241.8096409,238.293695
0.889376788,1.486762273,0.731063689,1.187615166,0.033691956,0.391083204,0.186667019,229.9453487,268.342875,249.1441118
1.309081175,1.835361336,0.971553369,1.391438306,0.033184649,0.182040491,0.222856821,173.4257644,204.8933946,189.1595795
1.252282097,1.605452624,1.42303679,1.50798738,0.045531156,0.302819002,0.213789652,207.3588572,216.5310135,211.9449354
1.989466322,1.523608977,0.904222855,1.163910879,0.025286537,0.176740057,0.357682171,234.3603065,227.6909258,231.0256161
2.32066647,1.7211587,1.010703758,1.344080372,0.031738332,0.199136051,0.385331483,253.3099472,255.0864736,254.1982104
1.041017418,1.530904175,1.48856929,1.81893004,0.053749229,0.268279014,0.17434542,286.6262015,274.2567338,280.4414676
1.125440914,1.600124847,1.143771386,1.820984586,0.053964107,0.261321026,0.193468238,193.2682724,250.0804067,221.6743395
1.154000345,1.391770085,1.039340087,2.013958911,0.046872243,0.190757476,0.200669912,237.0597218,232.4598111,234.7597664
1.394190544,1.357040198,1.527061779,1.883282372,0.049501236,0.288321289,0.242660162,291.8190649,258.5631526,275.1911088
1.839797527,1.445003933,1.060173517,1.86972072,0.040788421,0.195896832,0.341222144,308.5511727,290.8990218,299.7250972
2.275396325,1.387194255,1.11980237,1.998454253,0.035325882,0.22782058,0.372426705,240.8832885,266.1365746,253.5099315
1.083770795,1.311707645,1.637112821,2.525895322,0.0629177,0.276025984,0.176896697,242.4214498,266.8408312,254.6311405
1.128115472,1.376768459,1.212482142,2.063514412,0.064578189,0.275461757,0.21060765,210.7397172,198.5230767,204.631397
0.905997317,0.891600812,1.141673219,0.875511376,0.035800805,0.22915931,0.161984687,194.7268545,163.4619627,179.0944086
0.984692892,1.311200081,1.115315411,1.811484041,0.038944482,0.321118861,0.257354288,241.6241696,214.4016435,228.0129065
1.248961798,1.239544794,1.142768344,1.94030436,0.061608485,0.255390535,0.252024454,235.9459588,210.02563,222.9857944
1.201880654,1.358597498,1.344007256,1.789745742,0.054020752,0.373399292,0.216529371,340.8604929,233.1485646,287.0045287
2.575232253,1.518328897,1.591738554,1.955027247,0.075620829,0.39974997,0.461288281,351.3603324,352.8083817,352.084357
2.191977744,1.436138555,1.249701983,1.775572853,0.064967637,0.343106054,0.390052181,450.9783113,308.2658713,379.6220913
1.1885531,1.504840138,1.102109431,1.596735803,0.080471849,0.334654638,0.218212494,225.3264891,316.9633502,271.1449197
0.778967043,1.117033064,0.509075142,1.247072403,0.02777621,0.333188411,0.12253808,166.0148608,169.7223799,167.8686203
0.961471818,1.144931878,0.306146957,0.76490831,0.021060311,0.2113085,0.171221915,208.358895,169.6036121,188.9812535
1.391117255,1.447427589,0.519770056,1.513552839,0.033512867,0.329822472,0.228537717,349.0056866,308.6058275,328.8057571
1.159719318,1.331336451,0.926406278,2.029241163,0.04254734,0.179162971,0.197013855,235.8669801,234.9971206,235.4320504
1.451306252,1.384223691,1.375985875,1.759608461,0.056756483,0.308462445,0.24668524,448.8797541,304.3849436,376.6323488
1.85521333,1.329275021,0.881978202,1.531563535,0.029026008,0.186711453,0.325756737,309.9276362,339.4425383,324.6850872
2.001430928,1.374148266,0.975589246,2.142136784,0.047914845,0.228376725,0.338121295,235.8080263,247.6402033,241.7241148
1.060498988,1.327416762,1.419622873,2.214317997,0.057095264,0.278650056,0.204680686,214.895207,212.9999282,213.9475676
1.193891629,1.327681187,1.006907863,1.991381285,0.057343142,0.249150443,0.267450961,370.6065826,277.9441273,324.275355
1.034447589,0.939615142,1.030582265,1.072408341,0.037091,0.257470233,0.173233309,223.4939768,221.19413,222.3440534
0.748521144,1.163294994,1.065056607,1.897449531,0.051958816,0.255712099,0.123995933,361.7821762,219.2093935,290.4957848
1.336345279,1.171192219,1.059632623,1.880601263,0.060202453,0.252118923,0.257848023,293.5323626,296.0327709,294.7825667
1.158086279,1.075657194,1.383186986,1.235082823,0.05376276,0.305987931,0.218236777,259.2870415,200.7039834,229.9955125
2.406541273,1.428284384,1.822394672,2.034146618,0.078531217,0.395800201,0.430004454,295.9079594,402.573979,349.2409692
2.212259314,1.482843205,1.280397855,1.66673342,0.06225328,0.428313491,0.447102761,303.4609872,388.8555296,346.1582584
1.207983433,1.444508435,1.079674963,2.126369585,0.08053611,0.227119582,0.231582174,249.4971244,341.491514,295.4943192
0.798287437,1.188385052,0.456637915,1.417344282,0.030965207,0.355385725,0.145424363,187.9591367,143.5506309,165.7548838
0.932128268,1.129383707,0.340516302,0.884750774,0.024054839,0.196681892,0.165794354,149.7099912,218.3573291,184.0336602
1.339481584,1.457904197,0.447562054,1.227994117,0.031800802,0.368314894,0.243767385,330.4560021,253.3924459,291.924224
1.132432806,1.425510913,0.903170289,2.00284201,0.041067205,0.16719329,0.201650783,258.2673658,231.2161961,244.7417809
1.416143482,1.316459711,1.382815074,1.69340283,0.055919463,0.263606932,0.287629992,343.1548868,375.4847198,359.3198033
1.699820529,1.2763596,0.879317389,1.805369769,0.031697072,0.172027711,0.305749289,363.1782568,299.2340082,331.2061325
2.190396382,1.297763829,1.016451157,2.078162617,0.039475405,0.194570025,0.351688188,218.7819119,245.1099306,231.9459212
1.021908826,1.382120603,1.441496477,2.715696695,0.063761676,0.265882666,0.202627904,246.9376739,256.3373591,251.6375165
1.027365499,1.155820215,0.891501611,1.759105937,0.054064065,0.184283063,0.21439746,268.286933,210.0666881,239.1768106
0.973834784,0.920690331,1.106590812,0.990591477,0.043360562,0.262888894,0.193226703,306.9752167,204.8765541,255.9258854
0.717645817,1.317722877,1.367640864,2.124621727,0.049862862,0.246800937,0.317536932,341.1805024,443.6048892,392.3926958
1.401249001,1.12288106,1.091582197,1.911906414,0.055821404,0.245729408,0.285998237,275.196329,306.0585316,290.6274303
1.83732043,1.366529108,1.397461174,1.738715095,0.051076891,0.378903894,0.330708814,367.4752246,397.4895279,382.4823762
2.444123144,1.379722969,1.613814843,2.468102248,0.076643883,0.350784737,0.43399512,288.358183,398.5622845,343.4602338
2.302964212,1.539824411,1.278704835,2.023904211,0.070463236,0.394812845,0.400625755,297.5037984,229.4112411,263.4575197
1.006578328,1.205802901,1.206099614,2.520019262,0.065566509,0.189165643,0.285425498,396.7680899,293.7099599,345.2390249
0.897565607,1.143283026,0.481049005,1.217833436,0.03052018,0.338750048,0.171738155,229.0906034,156.6397547,192.865179
0.693914849,1.076246335,0.345579555,0.98615834,0.026754113,0.255321394,0.141841362,167.5334094,129.1573773,148.3453934
1.662306158,1.644148834,0.597658568,1.609953574,0.054968778,0.282087083,0.311505078,241.9825404,359.2679702,300.6252553

